cik,gvkey,conm,DATADATE1,DATADATE2,SOURCE,coname,FNDATE,LNDATE,N10K,N10K_NT,N10K_A,N10Q,N10Q_NT,N10Q_A,NDEF,N8K,NTOT,FLAG
0001108205,138341,CURIS INC,31DEC1998,31DEC2018,COMPN,CURIS INC,06MAR2000,07JAN2020,22,1,2,64,1,5,31,179,891,3
0001110361,138342,EROOMSYSTEM TECHNOLOGIES INC,31DEC1998,31DEC2015,COMPN,EROOMSYSTEM TECHNOLOGIES INC,14APR2000,20NOV2018,25,2,7,69,7,12,3,37,259,3
0001110361,138342,EROOMSYSTEM TECHNOLOGIES INC,31DEC1998,31DEC2015,COMPN,EROOMSYSTEM TECHNOLOGIES INC,14APR2000,20NOV2018,25,2,7,69,7,12,3,37,259,3
0001110009,138343,GENAISSANCE PHARMACEUTICALS,31DEC1995,31DEC2004,COMPN,GENAISSANCE PHARMACEUTICALS INC,20APR2000,14APR2009,8,0,3,19,0,3,8,32,213,3
0001023371,138344,HNR VENTURES INC,31DEC1999,31DEC2005,COMPN,HNR VENTURES INC /FI,25FEB2002,08OCT2002,0,0,0,0,0,0,0,0,2,3
0001111345,138345,SPEECHWORKS INTL INC,31DEC1995,31DEC2002,COMPN,SPEECHWORKS INTERNATIONAL INC,19APR2000,10FEB2004,3,0,0,9,0,0,11,8,213,3
0001050776,138346,VIRAGE LOGIC CORP,30SEP1998,30SEP2009,COMPN,VIRAGE LOGIC CORP,02MAY2000,11FEB2011,16,2,4,33,0,2,17,97,564,3
0001112263,138347,PROXIM CORP,31DEC1995,31DEC2004,COMPN,PROXIM CORP,20APR2000,01NOV2005,5,0,0,18,1,2,8,66,280,3
0001112263,138347,PROXIM CORP,31DEC1995,31DEC2004,COMPN,PROXIM CORP,20APR2000,01NOV2005,5,0,0,18,1,2,8,66,280,3
0001108924,138402,OPNET TECHNOLOGIES INC,31MAR1999,31MAR2012,COMPN,OPNET TECHNOLOGIES INC,15MAR2000,11FEB2013,13,0,1,39,1,0,21,73,630,3
0001052547,138404,VICURON PHARMACEUTICALS INC,31DEC1995,31DEC2004,COMPN,VICURON PHARMACEUTICALS INC,22MAR2000,14SEP2005,6,0,1,18,0,2,13,48,202,3
0001052547,138404,VICURON PHARMACEUTICALS INC,31DEC1995,31DEC2004,COMPN,VICURON PHARMACEUTICALS INC,22MAR2000,14SEP2005,6,0,1,18,0,2,13,48,202,3
0001096300,138441,FLOWARE WIRELESS SYSTEMS LTD,31DEC1998,31DEC2000,COMPN,FLOWARE WIRELESS SYSTEMS LTD,14FEB2001,14FEB2002,0,0,0,0,0,0,0,0,3,3
0001034072,138464,DELTAGEN INC,31DEC1997,31DEC2002,COMPN,DELTAGEN INC,13APR2000,11JUL2011,7,1,3,11,1,1,2,30,103,3
0001110992,138465,IASIAWORKS INC,31DEC1995,31DEC2000,COMPN,IASIAWORKS INC,20APR2000,30MAY2008,1,0,0,5,0,0,1,8,43,3
0001110992,138465,IASIAWORKS INC,31DEC1995,31DEC2000,COMPN,IASIAWORKS INC,20APR2000,30MAY2008,1,0,0,5,0,0,1,8,43,3
0001040416,138466,INSPIRE PHARMACEUTICALS INC,31DEC1998,31DEC2010,COMPN,INSPIRE PHARMACEUTICALS INC,25FEB2000,03JUN2011,11,0,0,33,0,0,16,174,791,3
0001114925,138467,LANTRONIX INC,30JUN1998,30JUN2019,COMPN,LANTRONIX INC,19MAY2000,06JAN2020,26,1,5,66,1,8,31,198,1074,3
0001114925,138467,LANTRONIX INC,30JUN1998,30JUN2019,COMPN,LANTRONIX INC,19MAY2000,06JAN2020,26,1,5,66,1,8,31,198,1074,3
0001026380,138469,RESONATE INC,31DEC1995,31DEC2001,COMPN,RESONATE INC,03MAR2000,03APR2003,2,0,0,8,0,0,8,5,54,3
0001100395,138481,AMERICA ONLNE LTN AMR  -CL A,30JUN1999,31DEC2004,COMPN,AMERICA ONLINE LATIN AMERICA INC,20JAN2000,03JUL2006,8,0,2,15,0,1,6,72,210,3
0001109354,138483,BRUKER CORP,31DEC1999,31DEC2018,COMPN,BRUKER CORP,14APR2000,07FEB2020,23,2,2,61,0,3,25,190,955,3
0001109354,138483,BRUKER CORP,31DEC1999,31DEC2018,COMPN,BRUKER CORP,14APR2000,07FEB2020,23,2,2,61,0,3,25,190,955,3
0001109354,138483,BRUKER CORP,31DEC1999,31DEC2018,COMPN,BRUKER CORP,14APR2000,07FEB2020,23,2,2,61,0,3,25,190,955,3
0001119174,138485,CROSSWAVE COMMUN INC  -ADR,31MAR1999,31MAR2003,COMPN,CROSSWAVE COMMUNICATIONS INC,27OCT2000,28FEB2013,0,0,0,0,0,0,0,0,55,2
0001047262,138486,EXE TECHNOLOGIES INC,31DEC1998,31DEC2002,COMPN,EXE TECHNOLOGIES INC,22JUL1998,10FEB2004,4,0,1,11,0,0,6,7,84,3
0001094959,138487,H POWER CORP,31MAY1996,31MAY2002,COMPN,H POWER CORP,07APR2000,26MAR2003,2,0,0,8,0,0,2,2,104,3
0001099980,138489,TAMALPAIS BANCORP,31DEC2001,31DEC2009,COMPN,TAMALPAIS BANCORP,10JUN2003,07OCT2014,8,1,0,19,0,0,9,127,324,3
0001099980,138489,TAMALPAIS BANCORP,31DEC2001,31DEC2009,COMPN,TAMALPAIS BANCORP,10JUN2003,07OCT2014,8,1,0,19,0,0,9,127,324,3
0001099980,138489,TAMALPAIS BANCORP,31DEC2001,31DEC2009,COMPN,TAMALPAIS BANCORP,10JUN2003,07OCT2014,8,1,0,19,0,0,9,127,324,3
0000914201,138490,3-DIMENSIONAL PHARMACEUTICAL,31DEC1995,31DEC2001,COMPN,3 DIMENSIONAL PHARMACEUTICALS INC,23MAY2000,13FEB2004,4,0,2,8,0,0,6,7,70,3
0001119769,138501,CERAGON NETWORKS LTD,31DEC1998,31DEC2018,COMPN,CERAGON NETWORKS LTD,06NOV2000,13JAN2020,0,0,0,0,0,0,1,0,416,3
0001119083,138521,MIND CTI LTD,31DEC1998,31DEC2018,COMPN,MIND CTI LTD,02AUG2000,26SEP2019,0,0,0,0,0,0,0,0,223,3
0001527383,138541,BANKGUAM HOLDING CO,31DEC2010,31DEC2018,COMPN,BANKGUAM HOLDING CO,16AUG2011,07JAN2020,10,2,0,27,3,0,11,66,478,3
0001044435,138601,P10 HOLDINGS INC,31DEC1998,31DEC2018,COMPN,"P10 INDUSTRIES, INC.",12MAY2000,15MAY2017,21,1,3,53,2,2,19,161,846,2
0001044435,138601,P10 HOLDINGS INC,31DEC1998,31DEC2018,COMPN,"P10 INDUSTRIES, INC.",12MAY2000,15MAY2017,21,1,3,53,2,2,19,161,846,2
0001402159,138603,CHIPPAC INC,31DEC1995,31DEC2003,COMPN,CHINA PROSPEROUS CLEAN ENERGY CORP,29JUN2007,13MAR2012,6,1,1,17,1,2,1,15,73,2
0001402159,138603,CHIPPAC INC,31DEC1995,31DEC2003,COMPN,CHINA PROSPEROUS CLEAN ENERGY CORP,29JUN2007,13MAR2012,6,1,1,17,1,2,1,15,73,2
0001097002,138605,EVOLVE SOFTWARE INC,30JUN1996,30JUN2002,COMPN,EVOLVE SOFTWARE INC,20MAR2000,26NOV2003,4,0,2,10,1,1,2,11,85,3
0000731502,138607,MCDATA CORP  -CL A,31DEC1996,31JAN2006,COMPN,MCDATA CORP,31MAY2000,25AUG2010,9,1,2,23,0,4,8,90,594,3
0001113481,138608,MEDICINES CO (THE),31DEC1998,31DEC2018,COMPN,MEDICINES CO /DE,19MAY2000,28JAN2020,22,0,3,60,0,2,21,235,1427,3
0001113481,138608,MEDICINES CO (THE),31DEC1998,31DEC2018,COMPN,MEDICINES CO /DE,19MAY2000,28JAN2020,22,0,3,60,0,2,21,235,1427,3
0001114872,138609,MILLENNIUM CELL INC,31DEC1999,31DEC2007,COMPN,MILLENNIUM CELL INC,25MAY2000,22AUG2008,9,0,1,24,1,0,10,82,393,3
0000924829,138610,PEMSTAR INC,31MAR1999,31MAR2006,COMPN,PEMSTAR INC,16MAY2000,23APR2007,10,1,3,28,4,4,14,56,203,3
0001040853,138611,PHARSIGHT CORP,31MAR1998,31MAR2008,COMPN,PHARSIGHT CORP,17APR2000,04NOV2008,9,0,1,27,0,2,18,69,297,3
0001109279,138612,TVIA INC,31MAR1997,31MAR2006,COMPN,TVIA INC,04APR2000,01APR2010,7,0,1,24,2,2,6,76,276,3
0001111665,138613,TELECOMMUNICATION SYS INC,31DEC1998,31DEC2014,COMPN,TELECOMMUNICATION SYSTEMS INC /FA/,25APR2000,09FEB2017,22,0,7,51,0,4,16,99,1109,3
0001114999,138621,RADVIEW SOFTWARE LTD,31DEC1998,31DEC2011,COMPN,RADVIEW SOFTWARE LTD,17JUL2000,18FEB2015,11,1,4,21,2,0,8,30,188,3
0001107601,138641,ATHEROGENICS INC,31DEC1998,31DEC2008,COMPN,ATHEROGENICS INC,25FEB2000,16FEB2010,12,1,2,29,2,0,8,103,498,3
0000930553,138662,ISTA PHARMACEUTICALS INC,31DEC1998,31DEC2011,COMPN,ISTA PHARMACEUTICALS INC,05APR2000,18JUN2012,21,0,9,36,1,0,23,141,830,3
0001052246,138663,REPEATER TECHNOLOGIES INC,31MAR1996,31MAR2002,COMPN,REPEATER TECHNOLOGIES INC,28FEB2000,20OCT2009,2,0,0,7,0,0,1,2,37,3
0001110870,138681,QUINTALINUX LTD,31MAR2000,31MAR2001,COMPN,QUINTALINUX LTD,10AUG2000,09OCT2008,0,0,0,0,0,0,1,0,31,3
0001009891,138704,ASHLIN DEVELOPMENT CORP,31DEC1999,31DEC2004,CUSIP,AIR INDUSTRIES GROUP,31JAN2000,15JAN2020,39,10,13,70,12,10,17,208,744,2
0001009891,138704,ASHLIN DEVELOPMENT CORP,31DEC1999,31DEC2004,CUSIP,AIR INDUSTRIES GROUP,31JAN2000,15JAN2020,39,10,13,70,12,10,17,208,744,2
0001009891,138704,ASHLIN DEVELOPMENT CORP,31DEC1999,31DEC2004,CUSIP,AIR INDUSTRIES GROUP,31JAN2000,15JAN2020,39,10,13,70,12,10,17,208,744,2
0001009891,138704,ASHLIN DEVELOPMENT CORP,31DEC1999,31DEC2004,CUSIP,AIR INDUSTRIES GROUP,31JAN2000,15JAN2020,39,10,13,70,12,10,17,208,744,2
0001009891,138704,ASHLIN DEVELOPMENT CORP,31DEC1999,31DEC2004,CUSIP,AIR INDUSTRIES GROUP,31JAN2000,15JAN2020,39,10,13,70,12,10,17,208,744,2
0001108951,138705,LARGE SCALE BIOLOGY CORP,31DEC1995,31DEC2004,COMPN,LARGE SCALE BIOLOGY CORP,06APR2000,13MAY2009,8,2,1,18,2,0,6,65,243,3
0001760173,138707,RTI SURGICAL HOLDINGS INC,31DEC1998,31DEC2018,COMPN,"RTI SURGICAL HOLDINGS, INC.",06DEC2018,03FEB2020,0,0,0,3,0,0,4,7,75,3
0001760173,138707,RTI SURGICAL HOLDINGS INC,31DEC1998,31DEC2018,COMPN,"RTI SURGICAL HOLDINGS, INC.",06DEC2018,03FEB2020,0,0,0,3,0,0,4,7,75,3
0001114200,138741,AMERICAN MEDICAL SYSTMS HLDS,31DEC1999,31DEC2010,COMPN,AMERICAN MEDICAL SYSTEMS HOLDINGS INC,19MAY2000,07FEB2012,12,0,1,33,0,1,17,124,622,3
0001101239,138743,EQUINIX INC,31DEC1999,31DEC2018,COMPN,EQUINIX INC,29DEC1999,05FEB2020,20,0,1,60,1,1,25,315,1975,3
0001106774,138744,4BASEBIO AG,31MAR1999,31MAR2004,COMPN,SYGNIS PHARMA AG,16FEB2000,21OCT2008,0,0,0,0,0,0,0,0,50,2
0001106774,138744,4BASEBIO AG,31MAR1999,31MAR2004,COMPN,SYGNIS PHARMA AG,16FEB2000,21OCT2008,0,0,0,0,0,0,0,0,50,2
0001082397,138746,VIEWLOCITY INC,30JUN1998,31DEC2002,COMPN,VIEWLOCITY INC,22MAY2000,05JAN2004,4,0,0,10,0,0,8,7,67,3
0001082397,138746,VIEWLOCITY INC,30JUN1998,31DEC2002,COMPN,VIEWLOCITY INC,22MAY2000,05JAN2004,4,0,0,10,0,0,8,7,67,3
0001119774,138781,COMPUGEN LTD,31DEC1998,31DEC2018,COMPN,COMPUGEN LTD,13FEB2001,09JAN2020,0,0,0,0,0,0,0,0,417,3
0001058289,138843,LEXAR MEDIA INC,31DEC1996,31DEC2005,COMPN,LEXAR MEDIA INC,16FEB2000,28JUN2006,10,1,3,19,0,2,6,52,353,3
0001115836,138861,BELMOND LTD,31DEC1998,31DEC2018,COMPN,BELMOND LTD.,19JUN2000,29APR2019,31,0,12,56,1,0,0,197,552,3
0001115836,138861,BELMOND LTD,31DEC1998,31DEC2018,COMPN,BELMOND LTD.,19JUN2000,29APR2019,31,0,12,56,1,0,0,197,552,3
0000845072,138901,PECO II INC,31DEC1998,31DEC2009,COMPN,PECO II INC,22MAY2000,29APR2010,11,0,1,28,0,0,15,73,405,3
0001111789,138904,VIASOURCE COMMUNICATIONS INC,31DEC1997,31DEC2000,COMPN,VIASOURCE COMMUNICATIONS INC,02JUN2000,09NOV2009,2,1,0,5,2,0,1,5,50,3
0001111632,138921,AVISTAR COMMUNICATIONS CORP,31DEC1998,31DEC2011,COMPN,AVISTAR COMMUNICATIONS CORP,09JUN2000,01FEB2013,15,1,2,35,0,0,21,102,553,3
0001116201,138924,INTEGRATED TELECOM EXPRESS,31DEC1995,31DEC2002,COMPN,INTEGRATED TELECOM EXPRESS INC/ CA,13JUN2000,12MAY2003,4,0,1,7,0,0,1,7,42,3
0001113674,138925,KEY3MEDIA GROUP INC,31DEC1996,31DEC2002,COMPN,MEDIALIVE INTERNATIONAL INC,12MAY2000,13AUG2003,4,1,0,10,1,0,4,30,113,2
0001113674,138925,KEY3MEDIA GROUP INC,31DEC1996,31DEC2002,COMPN,MEDIALIVE INTERNATIONAL INC,12MAY2000,13AUG2003,4,1,0,10,1,0,4,30,113,2
0000105006,138943,WJ COMMUNICATIONS INC,31DEC1997,31DEC2007,COMPN,WJ COMMUNICATIONS INC,10FEB1994,30MAY2008,23,2,7,49,3,5,40,105,645,3
0000105006,138943,WJ COMMUNICATIONS INC,31DEC1997,31DEC2007,COMPN,WJ COMMUNICATIONS INC,10FEB1994,30MAY2008,23,2,7,49,3,5,40,105,645,3
0001095348,138961,O2MICRO INTERNATIONAL LTD,31DEC2000,31DEC2018,COMPN,O2MICRO INTERNATIONAL LTD,27NOV2000,23JAN2020,0,0,0,0,0,0,0,0,259,3
0001121850,138981,METRO INTERNATIONAL SA,31DEC1998,31DEC2011,COMPN,METRO INTERNATIONAL SA,18JAN2002,08JAN2004,0,0,0,0,0,0,0,0,44,3
0001115055,139025,PINNACLE FINL PARTNERS INC,31DEC2001,31DEC2018,COMPN,PINNACLE FINANCIAL PARTNERS INC,30MAY2000,06FEB2020,20,0,1,58,0,1,27,200,1490,3
0001179083,139062,PREMD INC,31JAN1999,31DEC2007,COMPN,PREMD INC.,18JUN2002,04SEP2009,0,0,0,0,0,0,0,0,204,3
0001179083,139062,PREMD INC,31JAN1999,31DEC2007,COMPN,PREMD INC.,18JUN2002,04SEP2009,0,0,0,0,0,0,0,0,204,3
0001100688,139129,IEMI,31DEC1999,31DEC2001,COMPN,IEMI,08DEC1999,22JUL2005,5,1,1,15,5,1,1,4,34,3
0001100688,139129,IEMI,31DEC1999,31DEC2001,COMPN,IEMI,08DEC1999,22JUL2005,5,1,1,15,5,1,1,4,34,3
0001098590,139130,SHAREWELL CAPITAL GP  -OLD,31DEC2000,31DEC2011,COMPN,"SHAREWELL CAPITAL GROUP, INC.",05MAY2000,03JUN2011,12,3,3,23,5,1,0,8,71,3
0001098590,139130,SHAREWELL CAPITAL GP  -OLD,31DEC2000,31DEC2011,COMPN,"SHAREWELL CAPITAL GROUP, INC.",05MAY2000,03JUN2011,12,3,3,23,5,1,0,8,71,3
0001098590,139130,SHAREWELL CAPITAL GP  -OLD,31DEC2000,31DEC2011,COMPN,"SHAREWELL CAPITAL GROUP, INC.",05MAY2000,03JUN2011,12,3,3,23,5,1,0,8,71,3
0001098590,139130,SHAREWELL CAPITAL GP  -OLD,31DEC2000,31DEC2011,COMPN,"SHAREWELL CAPITAL GROUP, INC.",05MAY2000,03JUN2011,12,3,3,23,5,1,0,8,71,3
0001083490,139133,SUNRISE REAL ESTATE GRP INC,31DEC2007,31DEC2018,COMPN,SUNRISE REAL ESTATE GROUP INC,23APR2001,23AUG2019,35,12,5,91,28,10,8,50,245,3
0001083490,139133,SUNRISE REAL ESTATE GRP INC,31DEC2007,31DEC2018,COMPN,SUNRISE REAL ESTATE GROUP INC,23APR2001,23AUG2019,35,12,5,91,28,10,8,50,245,3
0001083490,139133,SUNRISE REAL ESTATE GRP INC,31DEC2007,31DEC2018,COMPN,SUNRISE REAL ESTATE GROUP INC,23APR2001,23AUG2019,35,12,5,91,28,10,8,50,245,3
0001127395,139134,PENNEXX FOODS INC,31DEC2000,31DEC2002,COMPN,PENNEXX FOODS INC,05FEB2001,12FEB2016,3,1,0,10,3,2,2,6,35,3
0001127395,139134,PENNEXX FOODS INC,31DEC2000,31DEC2002,COMPN,PENNEXX FOODS INC,05FEB2001,12FEB2016,3,1,0,10,3,2,2,6,35,3
0001088664,139161,ATLAS RESOURCES INTL INC,31DEC1999,31MAR2003,COMPN,ATLAS RESOURCES INTERNATIONAL INC,24AUG1999,29MAR2018,8,4,0,27,12,2,1,9,79,3
0001088664,139161,ATLAS RESOURCES INTL INC,31DEC1999,31MAR2003,COMPN,ATLAS RESOURCES INTERNATIONAL INC,24AUG1999,29MAR2018,8,4,0,27,12,2,1,9,79,3
0001088664,139161,ATLAS RESOURCES INTL INC,31DEC1999,31MAR2003,COMPN,ATLAS RESOURCES INTERNATIONAL INC,24AUG1999,29MAR2018,8,4,0,27,12,2,1,9,79,3
0000893739,139201,180 DEGREE CPTL CORP,31DEC1995,31DEC2018,COMPN,180 DEGREE CAPITAL CORP. /NY/,29AUG1995,28JAN2020,22,0,0,65,0,1,38,220,1551,3
0000893739,139201,180 DEGREE CPTL CORP,31DEC1995,31DEC2018,COMPN,180 DEGREE CAPITAL CORP. /NY/,29AUG1995,28JAN2020,22,0,0,65,0,1,38,220,1551,3
0001085254,139221,HEMIWEDGE INDUSTRIES INC,30JUN2000,31DEC2008,COMPN,"HII TECHNOLOGIES, INC.",11APR2000,13JUL2016,31,8,9,64,17,8,10,97,457,2
0001085254,139221,HEMIWEDGE INDUSTRIES INC,30JUN2000,31DEC2008,COMPN,"HII TECHNOLOGIES, INC.",11APR2000,13JUL2016,31,8,9,64,17,8,10,97,457,2
0001085254,139221,HEMIWEDGE INDUSTRIES INC,30JUN2000,31DEC2008,COMPN,"HII TECHNOLOGIES, INC.",11APR2000,13JUL2016,31,8,9,64,17,8,10,97,457,2
0001085254,139221,HEMIWEDGE INDUSTRIES INC,30JUN2000,31DEC2008,COMPN,"HII TECHNOLOGIES, INC.",11APR2000,13JUL2016,31,8,9,64,17,8,10,97,457,2
0001085254,139221,HEMIWEDGE INDUSTRIES INC,30JUN2000,31DEC2008,COMPN,"HII TECHNOLOGIES, INC.",11APR2000,13JUL2016,31,8,9,64,17,8,10,97,457,2
0001086319,139225,GASCO ENERGY INC,31DEC1999,31DEC2012,COMPN,GASCO ENERGY INC,10JUN1999,31MAR2014,22,1,7,47,2,1,23,232,826,3
0001086319,139225,GASCO ENERGY INC,31DEC1999,31DEC2012,COMPN,GASCO ENERGY INC,10JUN1999,31MAR2014,22,1,7,47,2,1,23,232,826,3
0001086319,139225,GASCO ENERGY INC,31DEC1999,31DEC2012,COMPN,GASCO ENERGY INC,10JUN1999,31MAR2014,22,1,7,47,2,1,23,232,826,3
0001077296,139227,BELO SUN MINING CORP,31DEC2001,31DEC2018,COMPN,VERENA MINERALS CORP,28JAN2002,10APR2008,0,0,0,0,0,0,0,0,7,2
0001116141,139244,SYNAVANT INC,30NOV1995,31DEC2002,COMPN,SYNAVANT INC,09JUN2000,23FEB2007,4,1,0,8,0,0,7,14,94,3
0001116141,139244,SYNAVANT INC,30NOV1995,31DEC2002,COMPN,SYNAVANT INC,09JUN2000,23FEB2007,4,1,0,8,0,0,7,14,94,3
0001113107,139342,FIRST FED BANCSHARES INC/DE,29FEB2000,31DEC2005,COMPN,FIRST FEDERAL BANCSHARES INC /DE,05MAY2000,28OCT2008,8,1,1,20,0,1,8,38,208,3
0001239197,139381,REGALITO COPPER CORP,31DEC2002,31DEC2005,COMPN,REGALITO COPPER CORP,11JUN2003,25JUL2006,0,0,0,0,0,0,0,0,118,3
0001239197,139381,REGALITO COPPER CORP,31DEC2002,31DEC2005,COMPN,REGALITO COPPER CORP,11JUN2003,25JUL2006,0,0,0,0,0,0,0,0,118,3
0001078982,139401,INFOINTERACTIVE INC,31DEC1998,31DEC2000,COMPN,INFOINTERACTIVE INC,08MAR2000,16AUG2001,0,0,0,0,0,0,0,0,4,3
0001061976,139501,ELGAR HOLDINGS INC,31DEC1993,31DEC2002,COMPN,ELGAR HOLDINGS INC,02JUN1998,27JUN2003,6,1,0,20,2,2,0,4,36,3
0001096791,139526,OILSANDS QUEST INC,30APR2005,30APR2011,COMPN,OILSANDS QUEST INC,14OCT1999,31DEC2015,23,4,7,63,13,12,11,116,616,3
0001096791,139526,OILSANDS QUEST INC,30APR2005,30APR2011,COMPN,OILSANDS QUEST INC,14OCT1999,31DEC2015,23,4,7,63,13,12,11,116,616,3
0001096791,139526,OILSANDS QUEST INC,30APR2005,30APR2011,COMPN,OILSANDS QUEST INC,14OCT1999,31DEC2015,23,4,7,63,13,12,11,116,616,3
0001116521,139662,AVAYA INC,30SEP1999,30SEP2016,COMPN,AVAYA INC,20JUN2000,07AUG2017,14,0,1,42,0,0,19,207,817,3
0001116521,139662,AVAYA INC,30SEP1999,30SEP2016,COMPN,AVAYA INC,20JUN2000,07AUG2017,14,0,1,42,0,0,19,207,817,3
0001059556,139665,MOODY'S CORP,31DEC1998,31DEC2018,COMPN,MOODYS CORP /DE/,16APR1998,05FEB2020,22,0,1,65,0,1,47,155,1633,3
0001059556,139665,MOODY'S CORP,31DEC1998,31DEC2018,COMPN,MOODYS CORP /DE/,16APR1998,05FEB2020,22,0,1,65,0,1,47,155,1633,3
0001059556,139665,MOODY'S CORP,31DEC1998,31DEC2018,COMPN,MOODYS CORP /DE/,16APR1998,05FEB2020,22,0,1,65,0,1,47,155,1633,3
0000836147,139705,MIDDLEFIELD BANC CORP,31DEC2005,31DEC2019,COMPN,MIDDLEFIELD BANC CORP,17APR2001,03JAN2020,18,0,0,62,1,4,24,198,777,3
0001119744,139721,VIRYANET LTD,31DEC1998,31DEC2013,COMPN,VIRYANET LTD,25JUL2000,27AUG2014,0,0,0,1,0,0,3,0,199,3
0001098284,139742,METASOURCE GROUP INC,31DEC1999,31DEC2001,COMPN,METASOURCE GROUP INC,09NOV1999,04DEC2009,6,2,1,17,4,4,1,17,55,3
0001098284,139742,METASOURCE GROUP INC,31DEC1999,31DEC2001,COMPN,METASOURCE GROUP INC,09NOV1999,04DEC2009,6,2,1,17,4,4,1,17,55,3
0001098284,139742,METASOURCE GROUP INC,31DEC1999,31DEC2001,COMPN,METASOURCE GROUP INC,09NOV1999,04DEC2009,6,2,1,17,4,4,1,17,55,3
0000884504,139746,THERMOENERGY CORP,31DEC2000,31DEC2013,COMPN,THERMOENERGY CORP,12FEB1997,11AUG2016,42,9,17,76,14,9,17,106,454,3
0001097119,139749,ZENGINE INC,30SEP1999,30SEP2000,COMPN,ZENGINE INC,04MAY2000,20NOV2001,1,0,0,4,0,1,1,0,36,3
0001104771,139803,OMNISKY CORP,31DEC1999,31DEC2000,COMPN,OMNISKY CORP,16JUN2000,22JUN2012,1,0,0,5,1,1,1,21,48,3
0001116942,139804,TTM TECHNOLOGIES INC,31DEC1998,31DEC2019,COMPN,TTM TECHNOLOGIES INC,22JUN2000,07FEB2020,25,0,6,57,0,0,26,232,1479,3
0001114365,139922,CURON MED INC,31DEC1997,31DEC2005,COMPN,CURON MEDICAL INC,25MAY2000,14SEP2011,6,0,0,20,1,1,7,42,249,3
0001060824,139985,COSINE COMMUNICATIONS INC,31DEC1998,31DEC2014,COMPN,COSINE COMMUNICATIONS INC,28APR2000,16MAR2011,11,0,1,31,0,0,13,51,290,3
0000872912,140023,DELCATH SYSTEMS INC,31DEC1999,31DEC2018,COMPN,"DELCATH SYSTEMS, INC.",16JUN2000,05FEB2020,23,0,4,65,2,5,63,334,1189,3
0000872912,140023,DELCATH SYSTEMS INC,31DEC1999,31DEC2018,COMPN,"DELCATH SYSTEMS, INC.",16JUN2000,05FEB2020,23,0,4,65,2,5,63,334,1189,3
0000930095,140024,EDEN BIOSCIENCE CORP,31DEC1998,31DEC2008,COMPN,EDEN BIOSCIENCE CORP,07JUL2000,06AUG2009,9,0,0,26,0,0,15,44,199,3
0001116030,140027,HYDRIL CO,31DEC1997,31DEC2006,COMPN,HYDRIL CO,09JUN2000,05FEB2008,8,0,1,20,0,0,11,42,384,3
0001022225,140030,OPLINK COMMUNICATIONS INC,30JUN1999,30JUN2014,COMPN,OPLINK COMMUNICATIONS INC,14JUL2000,12FEB2015,16,1,1,46,0,3,22,99,659,3
0001010775,140033,GENON ENERGY INC,31DEC1998,31DEC2011,COMPN,MIRANT CORP,15MAR1996,14FEB2011,14,2,2,42,6,5,13,121,659,2
0001010775,140033,GENON ENERGY INC,31DEC1998,31DEC2011,COMPN,MIRANT CORP,15MAR1996,14FEB2011,14,2,2,42,6,5,13,121,659,2
0001010775,140033,GENON ENERGY INC,31DEC1998,31DEC2011,COMPN,MIRANT CORP,15MAR1996,14FEB2011,14,2,2,42,6,5,13,121,659,2
0001126294,140033,GENON ENERGY INC,31DEC1998,31DEC2011,CUSIP,"GENON ENERGY, INC.",17OCT2000,14DEC2018,24,2,5,58,1,4,37,247,1034,3
0001126294,140033,GENON ENERGY INC,31DEC1998,31DEC2011,CUSIP,"GENON ENERGY, INC.",17OCT2000,14DEC2018,24,2,5,58,1,4,37,247,1034,3
0001126294,140033,GENON ENERGY INC,31DEC1998,31DEC2011,CUSIP,"GENON ENERGY, INC.",17OCT2000,14DEC2018,24,2,5,58,1,4,37,247,1034,3
0001126294,140033,GENON ENERGY INC,31DEC1998,31DEC2011,CUSIP,"GENON ENERGY, INC.",17OCT2000,14DEC2018,24,2,5,58,1,4,37,247,1034,3
0000926617,140042,VERMILLION INC,31DEC1998,31DEC2018,COMPN,"VERMILLION, INC.",20MAR2000,18NOV2019,28,3,6,66,4,4,35,253,1038,3
0000926617,140042,VERMILLION INC,31DEC1998,31DEC2018,COMPN,"VERMILLION, INC.",20MAR2000,18NOV2019,28,3,6,66,4,4,35,253,1038,3
0001098813,140043,COMMERCEFIRST BANCORP INC,31DEC2003,31DEC2011,COMPN,COMMERCEFIRST BANCORP INC,30NOV1999,11JUN2012,12,0,0,39,0,2,7,34,244,3
0001082038,140044,DURECT CORP,31DEC1998,31DEC2018,COMPN,DURECT CORP,20APR2000,23JAN2020,20,0,1,58,0,1,20,304,986,3
0001123452,140045,GRUPO AEROPORTUARIO SURESTE,31DEC2001,31DEC2018,COMPN,SOUTHEAST AIRPORT GROUP,12FEB2001,06FEB2020,0,0,0,0,0,0,0,0,566,2
0001075056,140049,VASTERA INC,31DEC1998,31DEC2004,COMPN,VASTERA INC,06APR2000,19APR2005,6,0,1,13,0,0,6,15,171,3
0001091158,140050,VISUAL SCIENCES INC/DE,31DEC2001,31DEC2006,COMPN,"VISUAL SCIENCES, INC.",18APR2000,14FEB2008,4,0,1,13,1,2,11,55,795,3
0001091158,140050,VISUAL SCIENCES INC/DE,31DEC2001,31DEC2006,COMPN,"VISUAL SCIENCES, INC.",18APR2000,14FEB2008,4,0,1,13,1,2,11,55,795,3
